date,regime,regime_label,awcmr,real_policy_rate,gross_reserves_usd_m,ncpi_yoy_pct
2022-11-14,1,CRISIS,15.5,-45.5,1851.0,61.0
2022-11-15,0,STRESS,15.5,-45.5,1851.0,61.0
2022-11-16,1,CRISIS,15.5,-45.5,1851.0,61.0
2022-11-17,0,STRESS,15.5,-45.5,1851.0,61.0
2022-11-18,1,CRISIS,15.5,-45.5,1851.0,61.0
2022-11-19,0,STRESS,15.5,-45.5,1851.0,61.0
2022-11-20,1,CRISIS,15.5,-45.5,1851.0,61.0
2022-11-21,0,STRESS,15.5,-45.5,1851.0,61.0
2022-11-22,1,CRISIS,15.5,-45.5,1851.0,61.0
2022-11-23,0,STRESS,15.5,-45.5,1851.0,61.0
2022-11-24,1,CRISIS,15.5,-45.5,1851.0,61.0
2022-11-25,0,STRESS,15.5,-45.5,1851.0,61.0
2022-11-26,1,CRISIS,15.5,-45.5,1851.0,61.0
2022-11-27,0,STRESS,15.5,-45.5,1851.0,61.0
2022-11-28,1,CRISIS,15.5,-45.5,1851.0,61.0
2022-11-29,0,STRESS,15.5,-45.5,1851.0,61.0
2022-11-30,1,CRISIS,15.5,-45.5,1851.0,61.0
2022-12-01,0,STRESS,15.5,-41.7,1895.0,57.2
2022-12-02,1,CRISIS,15.5,-41.7,1895.0,57.2
2022-12-03,0,STRESS,15.5,-41.7,1895.0,57.2
2022-12-04,1,CRISIS,15.5,-41.7,1895.0,57.2
2022-12-05,0,STRESS,15.5,-41.7,1895.0,57.2
2022-12-06,1,CRISIS,15.5,-41.7,1895.0,57.2
2022-12-07,0,STRESS,15.5,-41.7,1895.0,57.2
2022-12-08,1,CRISIS,15.5,-41.7,1895.0,57.2
2022-12-09,0,STRESS,15.5,-41.7,1895.0,57.2
2022-12-10,1,CRISIS,15.5,-41.7,1895.0,57.2
2022-12-11,0,STRESS,15.5,-41.7,1895.0,57.2
2022-12-12,1,CRISIS,15.5,-41.7,1895.0,57.2
2022-12-13,0,STRESS,15.5,-41.7,1895.0,57.2
2022-12-14,1,CRISIS,15.5,-41.7,1895.0,57.2
2022-12-15,0,STRESS,15.5,-41.7,1895.0,57.2
2022-12-16,1,CRISIS,15.5,-41.7,1895.0,57.2
2022-12-17,0,STRESS,15.5,-41.7,1895.0,57.2
2022-12-18,1,CRISIS,15.5,-41.7,1895.0,57.2
2022-12-19,0,STRESS,15.5,-41.7,1895.0,57.2
2022-12-20,1,CRISIS,15.5,-41.7,1895.0,57.2
2022-12-21,0,STRESS,15.5,-41.7,1895.0,57.2
2022-12-22,1,CRISIS,15.5,-41.7,1895.0,57.2
2022-12-23,0,STRESS,15.5,-41.7,1895.0,57.2
2022-12-24,1,CRISIS,15.5,-41.7,1895.0,57.2
2022-12-25,0,STRESS,15.5,-41.7,1895.0,57.2
2022-12-26,1,CRISIS,15.5,-41.7,1895.0,57.2
2022-12-27,0,STRESS,15.5,-41.7,1895.0,57.2
2022-12-28,1,CRISIS,15.5,-41.7,1895.0,57.2
2022-12-29,0,STRESS,15.5,-41.7,1895.0,57.2
2022-12-30,1,CRISIS,15.5,-41.7,1895.0,57.2
2022-12-31,0,STRESS,15.5,-41.7,1895.0,57.2
2023-01-01,1,CRISIS,15.5,-37.7,2129.0,53.2
2023-01-02,0,STRESS,15.5,-37.7,2129.0,53.2
2023-01-03,1,CRISIS,15.5,-37.7,2129.0,53.2
2023-01-04,0,STRESS,15.5,-37.7,2129.0,53.2
2023-01-05,1,CRISIS,15.5,-37.7,2129.0,53.2
2023-01-06,0,STRESS,15.5,-37.7,2129.0,53.2
2023-01-07,1,CRISIS,15.5,-37.7,2129.0,53.2
2023-01-08,0,STRESS,15.5,-37.7,2129.0,53.2
2023-01-09,1,CRISIS,15.5,-37.7,2129.0,53.2
2023-01-10,0,STRESS,15.5,-37.7,2129.0,53.2
2023-01-11,1,CRISIS,15.5,-37.7,2129.0,53.2
2023-01-12,0,STRESS,15.5,-37.7,2129.0,53.2
2023-01-13,1,CRISIS,15.5,-37.7,2129.0,53.2
2023-01-14,0,STRESS,15.5,-37.7,2129.0,53.2
2023-01-15,1,CRISIS,15.5,-37.7,2129.0,53.2
2023-01-16,0,STRESS,15.5,-37.7,2129.0,53.2
2023-01-17,1,CRISIS,15.5,-37.7,2129.0,53.2
2023-01-18,0,STRESS,15.5,-37.7,2129.0,53.2
2023-01-19,1,CRISIS,15.5,-37.7,2129.0,53.2
2023-01-20,0,STRESS,15.5,-37.7,2129.0,53.2
2023-01-21,1,CRISIS,15.5,-37.7,2129.0,53.2
2023-01-22,0,STRESS,15.5,-37.7,2129.0,53.2
2023-01-23,1,CRISIS,15.5,-37.7,2129.0,53.2
2023-01-24,0,STRESS,15.5,-37.7,2129.0,53.2
2023-01-25,1,CRISIS,15.5,-37.7,2129.0,53.2
2023-01-26,0,STRESS,15.5,-37.7,2129.0,53.2
2023-01-27,1,CRISIS,15.5,-37.7,2129.0,53.2
2023-01-28,0,STRESS,15.5,-37.7,2129.0,53.2
2023-01-29,1,CRISIS,15.5,-37.7,2129.0,53.2
2023-01-30,0,STRESS,15.5,-37.7,2129.0,53.2
2023-01-31,1,CRISIS,15.5,-37.7,2129.0,53.2
2023-02-01,0,STRESS,15.5,-35.1,2220.0,50.6
2023-02-02,1,CRISIS,15.5,-35.1,2220.0,50.6
2023-02-03,0,STRESS,15.5,-35.1,2220.0,50.6
2023-02-04,1,CRISIS,15.5,-35.1,2220.0,50.6
2023-02-05,0,STRESS,15.5,-35.1,2220.0,50.6
2023-02-06,1,CRISIS,15.5,-35.1,2220.0,50.6
2023-02-07,0,STRESS,15.5,-35.1,2220.0,50.6
2023-02-08,1,CRISIS,15.5,-35.1,2220.0,50.6
2023-02-09,0,STRESS,15.5,-35.1,2220.0,50.6
2023-02-10,1,CRISIS,15.5,-35.1,2220.0,50.6
2023-02-11,0,STRESS,15.5,-35.1,2220.0,50.6
2023-02-12,1,CRISIS,15.5,-35.1,2220.0,50.6
2023-02-13,0,STRESS,15.5,-35.1,2220.0,50.6
2023-02-14,1,CRISIS,15.5,-35.1,2220.0,50.6
2023-02-15,0,STRESS,15.5,-35.1,2220.0,50.6
2023-02-16,1,CRISIS,15.5,-35.1,2220.0,50.6
2023-02-17,0,STRESS,15.5,-35.1,2220.0,50.6
2023-02-18,1,CRISIS,15.5,-35.1,2220.0,50.6
2023-02-19,0,STRESS,15.5,-35.1,2220.0,50.6
2023-02-20,1,CRISIS,15.5,-35.1,2220.0,50.6
2023-02-21,0,STRESS,15.5,-35.1,2220.0,50.6
2023-02-22,1,CRISIS,15.5,-35.1,2220.0,50.6
2023-02-23,0,STRESS,15.5,-35.1,2220.0,50.6
2023-02-24,1,CRISIS,15.5,-35.1,2220.0,50.6
2023-02-25,0,STRESS,15.5,-35.1,2220.0,50.6
2023-02-26,1,CRISIS,15.5,-35.1,2220.0,50.6
2023-02-27,0,STRESS,15.5,-35.1,2220.0,50.6
2023-02-28,1,CRISIS,15.5,-35.1,2220.0,50.6
2023-03-01,0,STRESS,16.375,-34.8,2692.0,50.3
2023-03-02,1,CRISIS,16.375,-34.8,2692.0,50.3
2023-03-03,0,STRESS,16.375,-34.8,2692.0,50.3
2023-03-04,1,CRISIS,16.375,-34.8,2692.0,50.3
2023-03-05,0,STRESS,16.375,-34.8,2692.0,50.3
2023-03-06,1,CRISIS,16.375,-34.8,2692.0,50.3
2023-03-07,0,STRESS,16.375,-34.8,2692.0,50.3
2023-03-08,1,CRISIS,16.375,-34.8,2692.0,50.3
2023-03-09,0,STRESS,16.375,-34.8,2692.0,50.3
2023-03-10,1,CRISIS,16.375,-34.8,2692.0,50.3
2023-03-11,0,STRESS,16.375,-34.8,2692.0,50.3
2023-03-12,1,CRISIS,16.375,-34.8,2692.0,50.3
2023-03-13,0,STRESS,16.375,-34.8,2692.0,50.3
2023-03-14,1,CRISIS,16.375,-34.8,2692.0,50.3
2023-03-15,0,STRESS,16.375,-34.8,2692.0,50.3
2023-03-16,1,CRISIS,16.375,-34.8,2692.0,50.3
2023-03-17,0,STRESS,16.375,-34.8,2692.0,50.3
2023-03-18,1,CRISIS,16.375,-34.8,2692.0,50.3
2023-03-19,0,STRESS,16.375,-34.8,2692.0,50.3
2023-03-20,1,CRISIS,16.375,-34.8,2692.0,50.3
2023-03-21,0,STRESS,16.375,-34.8,2692.0,50.3
2023-03-22,1,CRISIS,16.375,-34.8,2692.0,50.3
2023-03-23,0,STRESS,16.375,-34.8,2692.0,50.3
2023-03-24,1,CRISIS,16.375,-34.8,2692.0,50.3
2023-03-25,0,STRESS,16.375,-34.8,2692.0,50.3
2023-03-26,1,CRISIS,16.375,-34.8,2692.0,50.3
2023-03-27,0,STRESS,16.375,-34.8,2692.0,50.3
2023-03-28,1,CRISIS,16.375,-34.8,2692.0,50.3
2023-03-29,0,STRESS,16.375,-34.8,2692.0,50.3
2023-03-30,1,CRISIS,16.375,-34.8,2692.0,50.3
2023-03-31,0,STRESS,16.375,-34.8,2692.0,50.3
2023-04-01,1,CRISIS,16.5,-19.8,3132.0,35.3
2023-04-02,0,STRESS,16.5,-19.8,3132.0,35.3
2023-04-03,1,CRISIS,16.5,-19.8,3132.0,35.3
2023-04-04,0,STRESS,16.5,-19.8,3132.0,35.3
2023-04-05,1,CRISIS,16.5,-19.8,3132.0,35.3
2023-04-06,0,STRESS,16.5,-19.8,3132.0,35.3
2023-04-07,1,CRISIS,16.5,-19.8,3132.0,35.3
2023-04-08,0,STRESS,16.5,-19.8,3132.0,35.3
2023-04-09,1,CRISIS,16.5,-19.8,3132.0,35.3
2023-04-10,0,STRESS,16.5,-19.8,3132.0,35.3
2023-04-11,1,CRISIS,16.5,-19.8,3132.0,35.3
2023-04-12,0,STRESS,16.5,-19.8,3132.0,35.3
2023-04-13,1,CRISIS,16.5,-19.8,3132.0,35.3
2023-04-14,0,STRESS,16.5,-19.8,3132.0,35.3
2023-04-15,1,CRISIS,16.5,-19.8,3132.0,35.3
2023-04-16,0,STRESS,16.5,-19.8,3132.0,35.3
2023-04-17,1,CRISIS,16.5,-19.8,3132.0,35.3
2023-04-18,0,STRESS,16.5,-19.8,3132.0,35.3
2023-04-19,1,CRISIS,16.5,-19.8,3132.0,35.3
2023-04-20,0,STRESS,16.5,-19.8,3132.0,35.3
2023-04-21,1,CRISIS,16.5,-19.8,3132.0,35.3
2023-04-22,0,STRESS,16.5,-19.8,3132.0,35.3
2023-04-23,1,CRISIS,16.5,-19.8,3132.0,35.3
2023-04-24,0,STRESS,16.5,-19.8,3132.0,35.3
2023-04-25,1,CRISIS,16.5,-19.8,3132.0,35.3
2023-04-26,0,STRESS,16.5,-19.8,3132.0,35.3
2023-04-27,1,CRISIS,16.5,-19.8,3132.0,35.3
2023-04-28,0,STRESS,16.5,-19.8,3132.0,35.3
2023-04-29,1,CRISIS,16.5,-19.8,3132.0,35.3
2023-04-30,0,STRESS,16.5,-19.8,3132.0,35.3
2023-05-01,1,CRISIS,16.5,-9.7,3243.0,25.2
2023-05-02,0,STRESS,16.5,-9.7,3243.0,25.2
2023-05-03,1,CRISIS,16.5,-9.7,3243.0,25.2
2023-05-04,0,STRESS,16.5,-9.7,3243.0,25.2
2023-05-05,1,CRISIS,16.5,-9.7,3243.0,25.2
2023-05-06,0,STRESS,16.5,-9.7,3243.0,25.2
2023-05-07,1,CRISIS,16.5,-9.7,3243.0,25.2
2023-05-08,0,STRESS,16.5,-9.7,3243.0,25.2
2023-05-09,1,CRISIS,16.5,-9.7,3243.0,25.2
2023-05-10,0,STRESS,16.5,-9.7,3243.0,25.2
2023-05-11,1,CRISIS,16.5,-9.7,3243.0,25.2
2023-05-12,0,STRESS,16.5,-9.7,3243.0,25.2
2023-05-13,1,CRISIS,16.5,-9.7,3243.0,25.2
2023-05-14,0,STRESS,16.5,-9.7,3243.0,25.2
2023-05-15,1,CRISIS,16.5,-9.7,3243.0,25.2
2023-05-16,0,STRESS,16.5,-9.7,3243.0,25.2
2023-05-17,1,CRISIS,16.5,-9.7,3243.0,25.2
2023-05-18,0,STRESS,16.5,-9.7,3243.0,25.2
2023-05-19,1,CRISIS,16.5,-9.7,3243.0,25.2
2023-05-20,0,STRESS,16.5,-9.7,3243.0,25.2
2023-05-21,1,CRISIS,16.5,-9.7,3243.0,25.2
2023-05-22,0,STRESS,16.5,-9.7,3243.0,25.2
2023-05-23,1,CRISIS,16.5,-9.7,3243.0,25.2
2023-05-24,0,STRESS,16.5,-9.7,3243.0,25.2
2023-05-25,1,CRISIS,16.5,-9.7,3243.0,25.2
2023-05-26,0,STRESS,16.5,-9.7,3243.0,25.2
2023-05-27,1,CRISIS,16.5,-9.7,3243.0,25.2
2023-05-28,0,STRESS,16.5,-9.7,3243.0,25.2
2023-05-29,1,CRISIS,16.5,-9.7,3243.0,25.2
2023-05-30,0,STRESS,16.5,-9.7,3243.0,25.2
2023-05-31,1,CRISIS,16.5,-9.7,3243.0,25.2
2023-06-01,2,CALM,13.625,0.0,3442.0,12.0
2023-06-02,2,CALM,13.625,0.0,3442.0,12.0
2023-06-03,2,CALM,13.625,0.0,3442.0,12.0
2023-06-04,2,CALM,13.625,0.0,3442.0,12.0
2023-06-05,2,CALM,13.625,0.0,3442.0,12.0
2023-06-06,2,CALM,13.625,0.0,3442.0,12.0
2023-06-07,2,CALM,13.625,0.0,3442.0,12.0
2023-06-08,2,CALM,13.625,0.0,3442.0,12.0
2023-06-09,2,CALM,13.625,0.0,3442.0,12.0
2023-06-10,2,CALM,13.625,0.0,3442.0,12.0
2023-06-11,2,CALM,13.625,0.0,3442.0,12.0
2023-06-12,2,CALM,13.625,0.0,3442.0,12.0
2023-06-13,2,CALM,13.625,0.0,3442.0,12.0
2023-06-14,2,CALM,13.625,0.0,3442.0,12.0
2023-06-15,2,CALM,13.625,0.0,3442.0,12.0
2023-06-16,2,CALM,13.625,0.0,3442.0,12.0
2023-06-17,2,CALM,13.625,0.0,3442.0,12.0
2023-06-18,2,CALM,13.625,0.0,3442.0,12.0
2023-06-19,2,CALM,13.625,0.0,3442.0,12.0
2023-06-20,2,CALM,13.625,0.0,3442.0,12.0
2023-06-21,2,CALM,13.625,0.0,3442.0,12.0
2023-06-22,2,CALM,13.625,0.0,3442.0,12.0
2023-06-23,2,CALM,13.625,0.0,3442.0,12.0
2023-06-24,2,CALM,13.625,0.0,3442.0,12.0
2023-06-25,2,CALM,13.625,0.0,3442.0,12.0
2023-06-26,2,CALM,13.625,0.0,3442.0,12.0
2023-06-27,2,CALM,13.625,0.0,3442.0,12.0
2023-06-28,2,CALM,13.625,0.0,3442.0,12.0
2023-06-29,2,CALM,13.625,0.0,3442.0,12.0
2023-06-30,2,CALM,13.625,0.0,3442.0,12.0
2023-07-01,2,CALM,11.45,5.7,3629.0,6.3
2023-07-02,2,CALM,11.45,5.7,3629.0,6.3
2023-07-03,2,CALM,11.45,5.7,3629.0,6.3
2023-07-04,2,CALM,11.45,5.7,3629.0,6.3
2023-07-05,2,CALM,11.45,5.7,3629.0,6.3
2023-07-06,2,CALM,11.45,5.7,3629.0,6.3
2023-07-07,2,CALM,11.45,5.7,3629.0,6.3
2023-07-08,2,CALM,11.45,5.7,3629.0,6.3
2023-07-09,2,CALM,11.45,5.7,3629.0,6.3
2023-07-10,2,CALM,11.45,5.7,3629.0,6.3
2023-07-11,2,CALM,11.45,5.7,3629.0,6.3
2023-07-12,2,CALM,11.45,5.7,3629.0,6.3
2023-07-13,2,CALM,11.45,4.7,3629.0,6.3
2023-07-14,2,CALM,11.45,4.7,3629.0,6.3
2023-07-15,2,CALM,11.45,4.7,3629.0,6.3
2023-07-16,2,CALM,11.45,4.7,3629.0,6.3
2023-07-17,2,CALM,11.45,4.7,3629.0,6.3
2023-07-18,2,CALM,11.45,4.7,3629.0,6.3
2023-07-19,2,CALM,11.45,4.7,3629.0,6.3
2023-07-20,2,CALM,11.45,4.7,3629.0,6.3
2023-07-21,2,CALM,11.45,4.7,3629.0,6.3
2023-07-22,2,CALM,11.45,4.7,3629.0,6.3
2023-07-23,2,CALM,11.45,4.7,3629.0,6.3
2023-07-24,2,CALM,11.45,4.7,3629.0,6.3
2023-07-25,2,CALM,11.45,4.7,3629.0,6.3
2023-07-26,2,CALM,11.45,4.7,3629.0,6.3
2023-07-27,2,CALM,11.45,4.7,3629.0,6.3
2023-07-28,2,CALM,11.45,4.7,3629.0,6.3
2023-07-29,2,CALM,11.45,4.7,3629.0,6.3
2023-07-30,2,CALM,11.45,4.7,3629.0,6.3
2023-07-31,2,CALM,11.45,4.7,3629.0,6.3
2023-08-01,2,CALM,11.5,7.0,3615.0,4.0
2023-08-02,2,CALM,11.5,7.0,3615.0,4.0
2023-08-03,2,CALM,11.5,7.0,3615.0,4.0
2023-08-04,2,CALM,11.5,7.0,3615.0,4.0
2023-08-05,2,CALM,11.5,7.0,3615.0,4.0
2023-08-06,2,CALM,11.5,7.0,3615.0,4.0
2023-08-07,2,CALM,11.5,7.0,3615.0,4.0
2023-08-08,2,CALM,11.5,7.0,3615.0,4.0
2023-08-09,2,CALM,11.5,7.0,3615.0,4.0
2023-08-10,2,CALM,11.5,7.0,3615.0,4.0
2023-08-11,2,CALM,11.5,7.0,3615.0,4.0
2023-08-12,2,CALM,11.5,7.0,3615.0,4.0
2023-08-13,2,CALM,11.5,7.0,3615.0,4.0
2023-08-14,2,CALM,11.5,7.0,3615.0,4.0
2023-08-15,2,CALM,11.5,7.0,3615.0,4.0
2023-08-16,2,CALM,11.5,7.0,3615.0,4.0
2023-08-17,2,CALM,11.5,7.0,3615.0,4.0
2023-08-18,2,CALM,11.5,7.0,3615.0,4.0
2023-08-19,2,CALM,11.5,7.0,3615.0,4.0
2023-08-20,2,CALM,11.5,7.0,3615.0,4.0
2023-08-21,2,CALM,11.5,7.0,3615.0,4.0
2023-08-22,2,CALM,11.5,7.0,3615.0,4.0
2023-08-23,2,CALM,11.5,7.0,3615.0,4.0
2023-08-24,2,CALM,11.5,7.0,3615.0,4.0
2023-08-25,2,CALM,11.5,7.0,3615.0,4.0
2023-08-26,2,CALM,11.5,7.0,3615.0,4.0
2023-08-27,2,CALM,11.5,7.0,3615.0,4.0
2023-08-28,2,CALM,11.5,7.0,3615.0,4.0
2023-08-29,2,CALM,11.5,7.0,3615.0,4.0
2023-08-30,2,CALM,11.5,7.0,3615.0,4.0
2023-08-31,2,CALM,11.5,7.0,3615.0,4.0
2023-09-01,2,CALM,11.625,9.7,3565.0,1.3
2023-09-02,2,CALM,11.625,9.7,3565.0,1.3
2023-09-03,2,CALM,11.625,9.7,3565.0,1.3
2023-09-04,2,CALM,11.625,9.7,3565.0,1.3
2023-09-05,2,CALM,11.625,9.7,3565.0,1.3
2023-09-06,2,CALM,11.625,9.7,3565.0,1.3
2023-09-07,2,CALM,11.625,9.7,3565.0,1.3
2023-09-08,2,CALM,11.625,9.7,3565.0,1.3
2023-09-09,2,CALM,11.625,9.7,3565.0,1.3
2023-09-10,2,CALM,11.625,9.7,3565.0,1.3
2023-09-11,2,CALM,11.625,9.7,3565.0,1.3
2023-09-12,2,CALM,11.625,9.7,3565.0,1.3
2023-09-13,2,CALM,11.625,9.7,3565.0,1.3
2023-09-14,2,CALM,11.625,9.7,3565.0,1.3
2023-09-15,2,CALM,11.625,9.7,3565.0,1.3
2023-09-16,2,CALM,11.625,9.7,3565.0,1.3
2023-09-17,2,CALM,11.625,9.7,3565.0,1.3
2023-09-18,2,CALM,11.625,9.7,3565.0,1.3
2023-09-19,2,CALM,11.625,9.7,3565.0,1.3
2023-09-20,2,CALM,11.625,9.7,3565.0,1.3
2023-09-21,2,CALM,11.625,9.7,3565.0,1.3
2023-09-22,2,CALM,11.625,9.7,3565.0,1.3
2023-09-23,2,CALM,11.625,9.7,3565.0,1.3
2023-09-24,2,CALM,11.625,9.7,3565.0,1.3
2023-09-25,2,CALM,11.625,9.7,3565.0,1.3
2023-09-26,2,CALM,11.625,9.7,3565.0,1.3
2023-09-27,2,CALM,11.625,9.7,3565.0,1.3
2023-09-28,2,CALM,11.625,9.7,3565.0,1.3
2023-09-29,2,CALM,11.625,9.7,3565.0,1.3
2023-09-30,2,CALM,11.625,9.7,3565.0,1.3
2023-10-01,2,CALM,10.25,11.8,3759.0,-0.8
2023-10-02,2,CALM,10.25,11.8,3759.0,-0.8
2023-10-03,2,CALM,10.25,11.8,3759.0,-0.8
2023-10-04,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-05,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-06,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-07,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-08,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-09,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-10,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-11,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-12,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-13,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-14,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-15,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-16,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-17,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-18,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-19,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-20,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-21,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-22,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-23,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-24,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-25,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-26,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-27,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-28,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-29,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-30,2,CALM,10.25,10.8,3759.0,-0.8
2023-10-31,2,CALM,10.25,10.8,3759.0,-0.8
2023-11-01,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-02,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-03,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-04,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-05,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-06,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-07,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-08,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-09,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-10,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-11,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-12,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-13,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-14,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-15,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-16,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-17,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-18,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-19,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-20,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-21,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-22,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-23,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-24,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-25,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-26,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-27,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-28,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-29,2,CALM,9.1,11.2,4095.0,-1.2
2023-11-30,2,CALM,9.1,11.2,4095.0,-1.2
